GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
org.maxicp:maxicp,org.maxicp.modeling.algebra.integer,MulBinary,33,15,0,0,5,2,5,2,5,2
org.maxicp:maxicp,org.maxicp.modeling.algebra.integer,IntExpression,0,117,0,12,0,22,0,7,0,1
org.maxicp:maxicp,org.maxicp.modeling.algebra.integer,IntervalEndOrValue,271,14,54,0,48,2,37,3,10,3
org.maxicp:maxicp,org.maxicp.modeling.algebra.integer,Constant,36,11,2,0,11,2,11,2,10,2
org.maxicp:maxicp,org.maxicp.modeling.algebra.integer,IntervalLengthOrValue,285,0,54,0,50,0,40,0,13,0
org.maxicp:maxicp,org.maxicp.modeling.algebra.integer,CstOffset,82,0,2,0,13,0,11,0,10,0
org.maxicp:maxicp,org.maxicp.modeling.algebra.integer,Mul,133,13,5,1,21,4,11,2,8,2
org.maxicp:maxicp,org.maxicp.modeling.algebra.integer,Element1DVar,294,0,18,0,53,0,22,0,13,0
org.maxicp:maxicp,org.maxicp.search,FDS.ChoiceType,0,21,0,0,0,2,0,1,0,1
org.maxicp:maxicp,org.maxicp.search,Rank.Ranker,206,0,10,0,37,0,14,0,9,0
org.maxicp:maxicp,org.maxicp.search,FDS.Choice,75,82,26,10,15,22,20,8,1,6
org.maxicp:maxicp,org.maxicp.search,SetTimesModeling,30,356,7,41,7,77,8,30,1,13
org.maxicp:maxicp,org.maxicp.search,ConcurrentDFSearch.SymbolicModelToRun,6,0,0,0,1,0,1,0,1,0
org.maxicp:maxicp,org.maxicp.search,CartesianSpaceEvaluator,30,0,2,0,5,0,3,0,2,0
org.maxicp:maxicp,org.maxicp.search,AbstractConcurrentSearchMethod.StopMessage,12,0,0,0,3,0,2,0,2,0
org.maxicp:maxicp,org.maxicp.search,SaveStateAction,0,10,0,0,0,3,0,2,0,2
org.maxicp:maxicp,org.maxicp.search,AbstractConcurrentSearchMethod.StealMessage,12,0,0,0,3,0,2,0,2,0
org.maxicp:maxicp,org.maxicp.search,AbstractSearchMethod,61,446,3,23,17,110,10,43,7,33
org.maxicp:maxicp,org.maxicp.search,AbstractConcurrentSearchMethod,138,0,10,0,35,0,11,0,6,0
org.maxicp:maxicp,org.maxicp.search,SequenceRank,157,0,12,0,29,0,9,0,3,0
org.maxicp:maxicp,org.maxicp.search,DFSListener,1,6,0,0,1,6,1,6,1,6
org.maxicp:maxicp,org.maxicp.search,DFSearch,29,234,0,8,6,72,2,20,2,16
org.maxicp:maxicp,org.maxicp.search,DFSTreeRecorder,88,0,0,0,22,0,10,0,10,0
org.maxicp:maxicp,org.maxicp.search,DFSearch.new DFSListener() {...},0,3,0,0,0,1,0,1,0,1
org.maxicp:maxicp,org.maxicp.search,SequenceRank.Priority,39,0,8,0,10,0,6,0,2,0
org.maxicp:maxicp,org.maxicp.search,SetTimes,370,0,42,0,81,0,35,0,14,0
org.maxicp:maxicp,org.maxicp.search,RunnableSearchMethod,0,5,0,0,0,2,0,1,0,1
org.maxicp:maxicp,org.maxicp.search,LimitedDepthBranching,65,0,6,0,17,0,6,0,3,0
org.maxicp:maxicp,org.maxicp.search,FDSModeling,61,627,15,53,7,116,15,35,0,16
org.maxicp:maxicp,org.maxicp.search,FDSModeling.Choice,84,82,26,10,15,20,20,8,1,6
org.maxicp:maxicp,org.maxicp.search,LimitedDiscrepancyBranching,5,66,1,5,0,17,1,5,0,3
org.maxicp:maxicp,org.maxicp.search,BestFirstSearch,149,0,8,0,35,0,9,0,5,0
org.maxicp:maxicp,org.maxicp.search,Searches,757,651,83,61,133,136,83,68,38,41
org.maxicp:maxicp,org.maxicp.search,Rank.Ranker.new Record() {...},12,0,0,0,1,0,1,0,1,0
org.maxicp:maxicp,org.maxicp.search,AbstractSearchMethod.IntRef,0,3,0,0,0,1,0,1,0,1
org.maxicp:maxicp,org.maxicp.search,Sequencer,0,29,0,4,0,8,0,4,0,2
org.maxicp:maxicp,org.maxicp.search,RestoreStateAction,0,10,0,0,0,3,0,2,0,2
org.maxicp:maxicp,org.maxicp.search,Rank,241,0,22,0,49,0,16,0,5,0
org.maxicp:maxicp,org.maxicp.search,DFSLinearizer,0,57,0,0,0,12,0,7,0,7
org.maxicp:maxicp,org.maxicp.search,SearchStatistics,84,59,14,0,7,20,11,10,4,10
org.maxicp:maxicp,org.maxicp.search,StopSearchException,0,3,0,0,0,1,0,1,0,1
org.maxicp:maxicp,org.maxicp.search,BranchingAction,0,10,0,0,0,3,0,2,0,2
org.maxicp:maxicp,org.maxicp.search,SequenceRank.Ranker,326,0,20,0,50,0,22,0,12,0
org.maxicp:maxicp,org.maxicp.search,FDS,61,626,15,53,7,116,15,35,0,16
org.maxicp:maxicp,org.maxicp.search,BestFirstSearch.PQEntry,15,0,0,0,2,0,2,0,2,0
org.maxicp:maxicp,org.maxicp.search,SymbolicSearchMethod,5,0,0,0,2,0,1,0,1,0
org.maxicp:maxicp,org.maxicp.search,FDSModeling.ChoiceType,0,21,0,0,0,2,0,1,0,1
org.maxicp:maxicp,org.maxicp.search,ConcurrentDFSearch,191,0,15,0,55,0,16,0,8,0
org.maxicp:maxicp,org.maxicp.search,SearchMethod,8,8,0,0,2,2,2,2,2,2
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,IsLessOrEqual,0,109,0,14,0,25,0,11,0,4
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Circuit,11,445,2,34,2,81,2,24,0,8
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,IsEqual,0,80,0,10,0,23,0,8,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,MaximumMatching,0,383,1,45,0,67,1,28,0,6
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,LessOrEqual,0,45,0,2,0,13,0,4,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Or,16,189,5,19,2,32,5,11,0,4
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,SoftCardinalityDC.FlowType,0,15,0,0,0,1,0,1,0,1
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,IsEqualVar,108,0,14,0,26,0,10,0,3,0
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,NegTableCT,0,684,1,57,0,116,1,34,0,6
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Profile.Entry,25,0,4,0,5,0,4,0,2,0
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,AllDifferentDC,0,15,0,0,0,2,0,1,0,1
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Sum,0,298,0,12,0,45,0,12,0,6
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Among,11,490,4,50,0,70,4,28,0,5
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Element1DDC,4,287,2,26,1,51,2,15,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Square,0,176,3,15,0,43,3,9,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Equal,0,147,0,8,0,33,0,10,0,6
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Profile.Rectangle,50,0,2,0,13,0,8,0,7,0
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,SubCircuit,4,269,1,25,0,49,1,18,0,6
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,InversePerm,26,276,3,27,2,42,3,16,0,4
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Maximum,4,184,1,13,0,38,1,10,0,4
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Element2D,8,331,2,22,0,45,2,18,0,8
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,TableCT,18,576,4,52,5,98,4,28,0,4
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Element1D,8,231,2,12,2,35,2,9,0,4
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,ShortTableCT,16,651,2,58,4,107,2,32,0,4
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,SCC,1,331,1,23,1,66,1,20,0,9
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,CostCardinalityMaxDC,137,1263,18,108,18,171,14,65,1,15
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,IsOr,0,186,0,18,0,38,0,12,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Element2D.Triple,0,18,0,0,0,6,0,2,0,2
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,NotEqual,18,56,3,5,3,15,3,5,1,3
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Mul,6,109,4,14,1,25,4,8,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,MulCte,0,129,0,10,0,21,0,8,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,LightBinaryKnapsack,433,0,24,0,84,0,18,0,6,0
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,BinPacking,10,140,2,12,2,21,2,7,0,2
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,AtLeastNValueDC,135,1345,35,145,18,207,28,81,3,16
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,BinaryKnapsack,252,742,26,64,32,117,19,37,3,8
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,MulCteRes,95,270,7,27,11,49,7,15,0,5
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Profile,174,0,12,0,29,0,12,0,6,0
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,AtLeastNValueFWC,0,300,0,20,0,45,0,14,0,4
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,IsLessOrEqualVar,0,99,0,8,0,25,0,7,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,CostCardinalityMaxDC.Algorithm,0,15,0,0,0,2,0,1,0,1
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,AllDifferentFWC,0,13,0,0,0,2,0,1,0,1
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Element1DVar,0,189,0,16,0,49,0,13,0,5
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,CostAllDifferentDC,0,44,0,4,0,9,0,4,0,2
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,CardinalityMinFWC,10,288,3,35,1,46,3,21,0,5
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,SoftCardinalityDC,314,2541,79,313,50,415,55,168,4,23
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,MinCostMaxFlow,1,387,1,27,1,68,1,20,0,7
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,CardinalityMaxFWC,8,230,2,22,0,38,2,13,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,MulVar,54,435,7,23,5,56,7,14,0,6
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Sorted,14,274,2,16,0,39,2,12,0,5
org.maxicp:maxicp,org.maxicp.cp.engine.constraints,Absolute,58,158,10,12,8,30,7,7,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.core,AbstractCPConstraint,1,70,0,2,1,22,1,11,1,10
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPSeqVarImpl,54,1239,25,143,8,238,26,116,1,49
org.maxicp:maxicp,org.maxicp.cp.engine.core,DeltaCPIntVarImpl,14,115,0,6,3,18,2,13,2,10
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPIntervalVarImpl.new CPBoolVar() {...},115,122,16,18,34,31,20,20,10,13
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPConstraintClosure,0,12,0,0,0,6,0,3,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPIntervalVarOffset,70,92,0,0,22,23,15,13,15,13
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPIntVarViewOpposite,93,73,4,0,22,23,11,14,9,14
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPSeqVar,7,199,3,23,1,39,3,15,0,5
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPConstraintClosureWithDelta,0,27,0,0,0,9,0,3,0,3
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPFixedSetVar,117,0,6,0,30,0,23,0,20,0
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPBoolVarIsEqual,98,0,18,0,23,0,16,0,7,0
org.maxicp:maxicp,org.maxicp.cp.engine.core,Maximize,89,0,6,0,25,0,13,0,10,0
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPSeqVarImpl.Node.new CPBoolVar() {...},59,239,8,40,17,64,10,40,6,20
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPSeqVarImpl.Node.new NodeListener() {...},0,38,0,0,0,9,0,5,0,5
org.maxicp:maxicp,org.maxicp.cp.engine.core,TriPartitionSetDomain,95,0,14,0,28,0,13,0,6,0
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPIntVar,67,46,9,9,12,7,12,5,5,3
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPSeqVarImpl.new SeqListener() {...},0,41,0,0,0,11,0,6,0,6
org.maxicp:maxicp,org.maxicp.cp.engine.core,DeltaCPIntVarImpl.new Iterator() {...},48,0,4,0,7,0,5,0,3,0
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPBoolVar,51,41,15,7,14,9,12,6,3,4
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPNodeVarViewFlip,67,148,0,12,22,32,14,17,14,11
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPIntVarViewOffset,26,195,1,7,6,44,4,23,3,20
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPSeqVarImpl.Node,19,435,0,24,5,61,4,50,4,32
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPSeqVarViewFlip,66,268,0,16,24,57,14,36,14,28
org.maxicp:maxicp,org.maxicp.cp.engine.core,DoNothingConstraint,15,0,0,0,10,0,10,0,10,0
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPSetVarImpl,12,217,2,18,2,48,4,28,2,20
org.maxicp:maxicp,org.maxicp.cp.engine.core,Minimize,19,70,3,3,4,21,5,8,2,8
org.maxicp:maxicp,org.maxicp.cp.engine.core,MaxiCP,6,160,0,12,2,44,1,20,1,14
org.maxicp:maxicp,org.maxicp.cp.engine.core,MinimizeObjectiveSum,199,0,10,0,39,0,14,0,9,0
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPIntervalVarImpl,20,642,1,45,2,105,2,51,1,29
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPIntVarViewMul,109,198,9,19,21,42,15,25,8,18
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPIntVarConstant,16,68,0,10,8,27,8,20,8,15
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPBoolVarImpl,55,111,6,8,14,33,12,22,8,19
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPIntVarImpl,24,257,4,12,3,59,5,30,1,26
org.maxicp:maxicp,org.maxicp.cp.engine.core,SparseSetDomain,65,184,11,35,17,46,9,28,2,11
org.maxicp:maxicp,org.maxicp.cp.engine.core,DeltaState,0,12,0,0,0,1,0,1,0,1
org.maxicp:maxicp,org.maxicp.cp.engine.core,CPIntVarImpl.new IntDomainListener() {...},0,38,0,0,0,10,0,6,0,6
